Temperature,Soil,Nitrogen,Phosphorus,Potassium,Crop,Fertilizer
28,Sandy,164,89,92,sugarcane,NPK 14-14-14
33,Sandy,57,62,116,sugarcane,Urea
31,Loamy,1,35,86,sugarcane,Urea
27,Clay,134,38,95,sugarcane,DAP
22,Clay,169,43,198,sugarcane,DAP
26,Sandy,153,88,171,sugarcane,NPK 14-14-14
28,Black,18,87,112,sugarcane,Urea
21,Sandy,35,84,174,sugarcane,Urea
20,Black,98,2,82,sugarcane,Urea
28,Loamy,124,78,69,sugarcane,MOP
28,Black,121,26,139,sugarcane,DAP
28,Clay,80,76,151,sugarcane,Urea
27,Clay,8,13,50,sugarcane,Urea
34,Clay,129,55,128,sugarcane,NPK 14-14-14
23,Clay,63,15,83,sugarcane,Urea
24,Black,141,78,38,sugarcane,MOP
25,Sandy,121,33,188,sugarcane,DAP
22,Clay,129,81,11,sugarcane,MOP
28,Sandy,143,68,13,sugarcane,MOP
24,Clay,192,75,79,sugarcane,MOP
24,Clay,71,80,126,sugarcane,Urea
23,Clay,184,90,185,sugarcane,NPK 14-14-14
33,Clay,30,11,113,sugarcane,Urea
25,Loamy,190,91,193,sugarcane,NPK 14-14-14
33,Clay,157,97,170,sugarcane,NPK 14-14-14
33,Sandy,32,6,1,sugarcane,Urea
34,Sandy,74,46,121,sugarcane,Urea
34,Clay,144,12,153,sugarcane,DAP
22,Black,127,30,40,sugarcane,DAP
24,Clay,125,69,63,sugarcane,MOP
23,Sandy,131,20,77,sugarcane,DAP
33,Sandy,143,67,111,sugarcane,NPK 14-14-14
30,Black,183,96,62,sugarcane,MOP
28,Loamy,21,92,163,sugarcane,Urea
25,Sandy,190,47,80,sugarcane,DAP
32,Loamy,10,1,89,sugarcane,Urea
23,Black,136,91,171,sugarcane,NPK 14-14-14
28,Black,185,64,46,sugarcane,MOP
20,Loamy,49,54,119,sugarcane,Urea
23,Clay,183,66,10,sugarcane,MOP
20,Sandy,56,23,129,sugarcane,Urea
28,Black,3,37,106,sugarcane,Urea
27,Sandy,77,55,48,sugarcane,Urea
31,Clay,132,86,109,sugarcane,NPK 14-14-14
32,Sandy,135,57,99,sugarcane,NPK 14-14-14
24,Loamy,194,97,126,sugarcane,NPK 14-14-14
25,Clay,44,14,63,sugarcane,Urea
22,Black,180,89,175,sugarcane,NPK 14-14-14
35,Clay,99,46,139,sugarcane,Urea
31,Loamy,170,46,197,sugarcane,DAP
29,Loamy,75,24,83,sugarcane,Urea
21,Black,173,98,113,sugarcane,NPK 14-14-14
20,Sandy,44,90,99,sugarcane,Urea
28,Sandy,126,97,131,sugarcane,NPK 14-14-14
34,Clay,133,92,179,sugarcane,NPK 14-14-14
21,Loamy,56,27,166,sugarcane,Urea
26,Sandy,77,80,48,sugarcane,Urea
26,Sandy,88,9,154,sugarcane,Urea
27,Black,14,48,60,sugarcane,Urea
26,Clay,159,93,2,sugarcane,MOP
27,Loamy,124,53,125,sugarcane,NPK 14-14-14
35,Black,45,21,60,sugarcane,Urea
20,Clay,7,94,164,sugarcane,Urea
35,Clay,170,85,134,sugarcane,NPK 14-14-14
27,Black,122,55,91,sugarcane,NPK 14-14-14
34,Loamy,126,82,158,sugarcane,NPK 14-14-14
20,Clay,190,47,5,sugarcane,DAP
27,Sandy,102,85,196,sugarcane,Urea
24,Loamy,83,79,75,sugarcane,Urea
21,Sandy,170,59,33,sugarcane,MOP
28,Clay,82,6,153,sugarcane,Urea
21,Clay,120,26,155,sugarcane,DAP
27,Loamy,69,90,152,sugarcane,Urea
29,Clay,26,97,39,sugarcane,Urea
30,Loamy,196,16,136,sugarcane,DAP
31,Black,164,51,4,sugarcane,MOP
33,Sandy,182,92,108,sugarcane,NPK 14-14-14
24,Loamy,176,41,146,sugarcane,DAP
24,Clay,164,56,106,sugarcane,NPK 14-14-14
26,Black,33,2,115,sugarcane,Urea
35,Loamy,87,12,130,sugarcane,Urea
31,Black,123,30,104,sugarcane,DAP
32,Clay,130,69,109,sugarcane,NPK 14-14-14
21,Black,75,58,72,sugarcane,Urea
32,Sandy,169,75,16,sugarcane,MOP
32,Loamy,57,4,92,sugarcane,Urea
28,Clay,142,1,28,sugarcane,DAP
21,Black,199,1,104,sugarcane,DAP
20,Black,142,24,138,sugarcane,DAP
33,Clay,132,60,20,sugarcane,MOP
26,Sandy,52,33,73,sugarcane,Urea
28,Black,80,90,137,sugarcane,Urea
20,Clay,188,6,147,sugarcane,DAP
29,Black,192,39,172,sugarcane,DAP
24,Sandy,154,72,5,sugarcane,MOP
35,Sandy,189,80,6,sugarcane,MOP
33,Black,190,99,15,sugarcane,MOP
32,Sandy,198,97,70,sugarcane,MOP
24,Loamy,116,13,38,sugarcane,Urea
30,Sandy,169,92,66,sugarcane,MOP
34,Clay,166,44,143,sugarcane,DAP
35,Loamy,196,21,156,sugarcane,DAP
27,Black,104,67,96,sugarcane,Urea
30,Sandy,78,97,185,sugarcane,Urea
29,Sandy,167,59,198,sugarcane,NPK 14-14-14
22,Clay,132,63,106,sugarcane,NPK 14-14-14
25,Sandy,131,75,54,sugarcane,MOP
32,Sandy,29,96,190,sugarcane,Urea
25,Black,187,92,42,sugarcane,MOP
21,Sandy,38,52,147,sugarcane,Urea
33,Black,199,64,199,sugarcane,NPK 14-14-14
34,Clay,69,88,23,sugarcane,Urea
23,Sandy,163,27,198,sugarcane,DAP
34,Sandy,113,23,51,sugarcane,Urea
22,Black,167,0,197,sugarcane,DAP
28,Black,169,86,22,sugarcane,MOP
22,Black,113,0,58,sugarcane,Urea
31,Clay,70,18,69,sugarcane,Urea
33,Clay,125,64,191,sugarcane,NPK 14-14-14
31,Black,164,11,10,sugarcane,DAP
34,Clay,191,40,145,sugarcane,DAP
28,Clay,131,97,91,sugarcane,NPK 14-14-14
24,Black,157,61,151,sugarcane,NPK 14-14-14
30,Black,194,21,52,sugarcane,DAP
29,Loamy,149,70,170,sugarcane,NPK 14-14-14
32,Loamy,22,48,150,sugarcane,Urea
24,Sandy,48,30,2,sugarcane,Urea
34,Sandy,147,74,57,sugarcane,MOP
32,Clay,105,67,66,sugarcane,Urea
24,Black,128,80,100,sugarcane,NPK 14-14-14
26,Sandy,141,36,74,sugarcane,DAP
20,Loamy,49,61,105,sugarcane,Urea
26,Black,101,54,35,sugarcane,Urea
22,Sandy,31,47,181,sugarcane,Urea
32,Sandy,132,46,143,sugarcane,DAP
33,Clay,161,87,65,sugarcane,MOP
20,Loamy,159,52,6,sugarcane,MOP
27,Sandy,112,6,165,sugarcane,Urea
28,Black,187,16,33,sugarcane,DAP
25,Black,190,26,145,sugarcane,DAP
29,Clay,161,10,16,sugarcane,DAP
21,Clay,81,82,159,sugarcane,Urea
21,Clay,159,13,143,sugarcane,DAP
30,Black,181,2,77,sugarcane,DAP
22,Black,171,86,99,sugarcane,NPK 14-14-14
34,Loamy,83,61,64,sugarcane,Urea
34,Loamy,187,29,23,sugarcane,DAP
22,Black,148,45,146,sugarcane,DAP
21,Clay,124,65,97,sugarcane,NPK 14-14-14
24,Sandy,125,0,2,sugarcane,DAP
31,Sandy,127,85,87,sugarcane,NPK 14-14-14
32,Loamy,199,89,39,sugarcane,MOP
30,Clay,54,56,60,sugarcane,Urea
35,Loamy,100,21,66,sugarcane,Urea
32,Black,123,3,101,sugarcane,DAP
29,Clay,147,83,81,sugarcane,NPK 14-14-14
24,Sandy,149,39,83,sugarcane,DAP
22,Sandy,145,10,188,sugarcane,DAP
32,Sandy,163,60,89,sugarcane,NPK 14-14-14
23,Black,4,98,181,sugarcane,Urea
28,Clay,149,17,10,sugarcane,DAP
29,Black,143,31,169,sugarcane,DAP
33,Sandy,132,75,103,sugarcane,NPK 14-14-14
31,Clay,137,80,179,sugarcane,NPK 14-14-14
30,Black,124,85,113,sugarcane,NPK 14-14-14
20,Loamy,130,6,88,sugarcane,DAP
35,Loamy,93,26,121,sugarcane,Urea
21,Loamy,165,47,187,sugarcane,DAP
34,Sandy,59,7,159,sugarcane,Urea
33,Black,76,75,72,sugarcane,Urea
30,Sandy,5,39,97,sugarcane,Urea
33,Loamy,145,8,108,sugarcane,DAP
32,Clay,111,87,114,sugarcane,Urea
31,Loamy,144,76,113,sugarcane,NPK 14-14-14
21,Sandy,7,76,28,sugarcane,Urea
24,Black,177,30,140,sugarcane,DAP
35,Loamy,150,43,100,sugarcane,DAP
26,Clay,57,75,35,sugarcane,Urea
30,Sandy,158,83,38,sugarcane,MOP
34,Loamy,7,38,51,sugarcane,Urea
29,Black,67,63,48,sugarcane,Urea
35,Clay,136,92,169,sugarcane,NPK 14-14-14
32,Loamy,120,86,170,sugarcane,NPK 14-14-14
34,Loamy,164,22,30,sugarcane,DAP
21,Loamy,182,64,82,sugarcane,NPK 14-14-14
21,Loamy,134,90,170,sugarcane,NPK 14-14-14
25,Black,26,63,139,sugarcane,Urea
35,Black,124,61,42,sugarcane,MOP
29,Loamy,194,53,33,sugarcane,MOP
20,Black,136,17,132,sugarcane,DAP
21,Loamy,4,43,53,sugarcane,Urea
26,Sandy,62,33,144,sugarcane,Urea
31,Black,148,59,84,sugarcane,NPK 14-14-14
24,Sandy,195,32,132,sugarcane,DAP
21,Loamy,63,47,0,sugarcane,Urea
23,Black,142,52,171,sugarcane,NPK 14-14-14
35,Loamy,184,70,134,sugarcane,NPK 14-14-14
28,Black,107,55,7,sugarcane,Urea
26,Black,4,72,130,sugarcane,Urea
35,Black,116,23,144,sugarcane,Urea
33,Black,99,57,167,sugarcane,Urea
35,Clay,38,27,110,sugarcane,Urea
26,Black,142,52,165,sugarcane,NPK 14-14-14
29,Loamy,103,20,13,sugarcane,Urea
29,Clay,170,8,98,sugarcane,DAP
20,Sandy,72,29,101,sugarcane,Urea
29,Clay,6,5,7,sugarcane,Urea
35,Sandy,138,48,159,sugarcane,DAP
27,Black,113,98,174,sugarcane,Urea
23,Loamy,150,29,57,sugarcane,DAP
34,Black,150,21,165,sugarcane,DAP
35,Clay,169,92,19,sugarcane,MOP
27,Sandy,68,27,155,sugarcane,Urea
33,Loamy,163,65,163,sugarcane,NPK 14-14-14
21,Loamy,189,31,110,sugarcane,DAP
30,Black,32,27,96,sugarcane,Urea
31,Clay,168,54,149,sugarcane,NPK 14-14-14
23,Loamy,183,20,70,sugarcane,DAP
26,Black,140,4,18,sugarcane,DAP
26,Black,121,44,78,sugarcane,DAP
31,Black,128,82,29,sugarcane,MOP
28,Black,36,1,171,sugarcane,Urea
23,Loamy,174,52,65,sugarcane,MOP
26,Loamy,152,93,70,sugarcane,MOP
26,Black,87,9,5,sugarcane,Urea
25,Loamy,199,19,85,sugarcane,DAP
25,Sandy,186,85,161,sugarcane,NPK 14-14-14
29,Loamy,161,91,70,sugarcane,MOP
25,Loamy,91,86,29,sugarcane,Urea
24,Black,63,81,0,sugarcane,Urea
27,Clay,198,88,140,sugarcane,NPK 14-14-14
21,Clay,69,8,44,sugarcane,Urea
22,Loamy,147,18,119,sugarcane,DAP
32,Clay,189,52,86,sugarcane,NPK 14-14-14
30,Sandy,161,53,39,sugarcane,MOP
22,Black,145,62,46,sugarcane,MOP
25,Clay,133,60,120,sugarcane,NPK 14-14-14
25,Black,141,14,41,sugarcane,DAP
32,Clay,188,30,98,sugarcane,DAP
34,Loamy,127,77,85,sugarcane,NPK 14-14-14
22,Sandy,150,6,0,sugarcane,DAP
20,Clay,111,21,76,sugarcane,Urea
33,Black,126,91,152,sugarcane,NPK 14-14-14
23,Sandy,192,56,10,sugarcane,MOP
25,Loamy,146,54,7,sugarcane,MOP
31,Loamy,132,41,58,sugarcane,DAP
35,Loamy,155,14,98,sugarcane,DAP
22,Loamy,195,44,67,sugarcane,DAP
29,Loamy,194,54,149,sugarcane,NPK 14-14-14
30,Loamy,5,42,144,sugarcane,Urea
29,Black,3,94,1,sugarcane,Urea
26,Black,8,8,105,sugarcane,Urea
22,Sandy,152,48,73,sugarcane,DAP
24,Clay,126,58,138,sugarcane,NPK 14-14-14
23,Loamy,75,67,107,sugarcane,Urea
35,Clay,185,31,151,sugarcane,DAP
26,Clay,116,6,40,sugarcane,Urea
27,Loamy,160,81,78,sugarcane,MOP
31,Black,149,78,41,sugarcane,MOP
27,Loamy,103,98,26,sugarcane,Urea
34,Black,15,89,16,sugarcane,Urea
31,Clay,14,93,57,sugarcane,Urea
33,Loamy,57,65,173,sugarcane,Urea
34,Sandy,173,57,56,sugarcane,MOP
24,Loamy,120,69,68,sugarcane,MOP
31,Black,33,23,134,sugarcane,Urea
31,Black,32,27,50,sugarcane,Urea
26,Sandy,20,59,174,sugarcane,Urea
29,Clay,58,61,112,sugarcane,Urea
29,Black,190,87,25,sugarcane,MOP
32,Clay,193,41,62,sugarcane,DAP
20,Sandy,165,42,48,sugarcane,DAP
33,Black,178,21,24,sugarcane,DAP
31,Sandy,150,35,15,sugarcane,DAP
22,Sandy,180,84,153,sugarcane,NPK 14-14-14
20,Black,48,90,36,sugarcane,Urea
22,Loamy,194,34,9,sugarcane,DAP
28,Sandy,195,98,53,sugarcane,MOP
34,Loamy,179,25,196,sugarcane,DAP
33,Black,198,2,144,sugarcane,DAP
31,Loamy,73,23,56,sugarcane,Urea
23,Sandy,180,49,82,sugarcane,DAP
28,Sandy,185,90,86,sugarcane,NPK 14-14-14
28,Clay,26,32,61,sugarcane,Urea
24,Loamy,161,52,115,sugarcane,NPK 14-14-14
32,Black,199,67,178,sugarcane,NPK 14-14-14
21,Black,162,60,76,sugarcane,MOP
35,Black,152,9,45,sugarcane,DAP
24,Loamy,80,26,104,sugarcane,Urea
20,Black,132,94,116,sugarcane,NPK 14-14-14
32,Black,181,67,70,sugarcane,MOP
21,Black,123,20,33,sugarcane,DAP
35,Sandy,23,66,177,sugarcane,Urea
24,Loamy,77,50,96,sugarcane,Urea
33,Sandy,159,93,22,sugarcane,MOP
32,Sandy,187,9,34,sugarcane,DAP
32,Black,152,98,0,sugarcane,MOP
30,Loamy,197,42,101,sugarcane,DAP
25,Black,196,49,181,sugarcane,DAP
20,Loamy,188,97,179,sugarcane,NPK 14-14-14
28,Clay,134,33,137,sugarcane,DAP
35,Black,175,56,20,sugarcane,MOP
29,Sandy,78,11,168,sugarcane,Urea
29,Sandy,189,77,40,sugarcane,MOP
24,Black,68,42,115,sugarcane,Urea
21,Clay,172,94,191,sugarcane,NPK 14-14-14
21,Loamy,194,34,58,sugarcane,DAP
20,Black,111,14,47,sugarcane,Urea
20,Clay,191,97,141,sugarcane,NPK 14-14-14
31,Sandy,161,8,161,sugarcane,DAP
24,Clay,8,71,122,sugarcane,Urea
27,Sandy,111,54,88,sugarcane,Urea
30,Sandy,131,65,5,sugarcane,MOP
21,Loamy,147,10,82,sugarcane,DAP
23,Clay,170,26,2,sugarcane,DAP
21,Clay,180,69,32,sugarcane,MOP
23,Loamy,199,80,4,sugarcane,MOP
26,Sandy,145,43,157,sugarcane,DAP
25,Loamy,131,22,32,sugarcane,DAP
27,Sandy,62,41,91,sugarcane,Urea
33,Loamy,99,72,51,sugarcane,Urea
25,Loamy,102,37,182,sugarcane,Urea
20,Black,148,19,156,sugarcane,DAP
32,Loamy,61,89,143,sugarcane,Urea
31,Clay,134,71,156,sugarcane,NPK 14-14-14
29,Loamy,171,26,54,sugarcane,DAP
21,Loamy,126,64,139,sugarcane,NPK 14-14-14
32,Sandy,62,38,11,sugarcane,Urea
35,Loamy,154,46,8,sugarcane,DAP
28,Loamy,65,16,61,sugarcane,Urea
31,Black,122,31,117,sugarcane,DAP
34,Clay,145,5,173,sugarcane,DAP
27,Loamy,184,60,0,sugarcane,MOP
32,Clay,24,57,79,sugarcane,Urea
26,Sandy,168,95,134,sugarcane,NPK 14-14-14
26,Clay,180,29,157,sugarcane,DAP
30,Black,185,74,169,sugarcane,NPK 14-14-14
31,Loamy,84,39,139,sugarcane,Urea
24,Loamy,193,60,38,sugarcane,MOP
30,Black,142,43,114,sugarcane,DAP
29,Clay,9,87,170,sugarcane,Urea
20,Sandy,1,53,181,sugarcane,Urea
23,Black,174,32,166,sugarcane,DAP
27,Sandy,198,64,78,sugarcane,MOP
24,Black,68,72,116,sugarcane,Urea
26,Black,191,60,120,sugarcane,NPK 14-14-14
25,Sandy,16,16,120,sugarcane,Urea
25,Sandy,187,58,13,sugarcane,MOP
21,Clay,190,78,173,sugarcane,NPK 14-14-14
32,Clay,186,15,99,sugarcane,DAP
20,Loamy,172,68,74,sugarcane,MOP
27,Clay,169,12,89,sugarcane,DAP
26,Clay,150,0,116,sugarcane,DAP
33,Loamy,120,95,152,sugarcane,NPK 14-14-14
25,Sandy,111,15,89,sugarcane,Urea
33,Black,157,6,58,sugarcane,DAP
24,Sandy,151,55,4,sugarcane,MOP
31,Black,193,75,80,sugarcane,NPK 14-14-14
31,Sandy,184,31,111,sugarcane,DAP
29,Black,128,87,46,sugarcane,MOP
22,Loamy,186,66,104,sugarcane,NPK 14-14-14
23,Clay,119,15,119,sugarcane,Urea
32,Clay,84,44,28,sugarcane,Urea
34,Clay,35,88,143,sugarcane,Urea
27,Black,169,56,195,sugarcane,NPK 14-14-14
24,Black,128,30,141,sugarcane,DAP
22,Clay,189,35,186,sugarcane,DAP
25,Loamy,125,87,58,sugarcane,MOP
25,Sandy,183,36,54,sugarcane,DAP
22,Loamy,188,54,157,sugarcane,NPK 14-14-14
29,Clay,160,61,6,sugarcane,MOP
35,Loamy,181,8,13,sugarcane,DAP
24,Black,148,87,144,sugarcane,NPK 14-14-14
27,Black,196,17,70,sugarcane,DAP
31,Black,197,54,15,sugarcane,MOP
30,Clay,131,74,73,sugarcane,MOP
30,Clay,168,41,40,sugarcane,DAP
30,Sandy,119,64,22,sugarcane,Urea
27,Sandy,22,1,64,sugarcane,Urea
31,Loamy,113,35,89,sugarcane,Urea
30,Black,180,67,46,sugarcane,MOP
20,Black,190,45,157,sugarcane,DAP
20,Loamy,15,28,33,sugarcane,Urea
30,Loamy,161,30,162,sugarcane,DAP
28,Clay,127,56,63,sugarcane,MOP
23,Loamy,67,88,113,sugarcane,Urea
27,Sandy,186,48,140,sugarcane,DAP
21,Clay,162,51,99,sugarcane,NPK 14-14-14
21,Clay,163,49,63,sugarcane,DAP
20,Loamy,139,52,148,sugarcane,NPK 14-14-14
21,Loamy,192,6,198,sugarcane,DAP
24,Loamy,17,89,7,sugarcane,Urea
21,Sandy,16,20,62,sugarcane,Urea
21,Clay,179,20,168,sugarcane,DAP
29,Clay,174,47,79,sugarcane,DAP
32,Loamy,151,95,53,sugarcane,MOP
33,Sandy,192,5,63,sugarcane,DAP
23,Loamy,112,21,178,sugarcane,Urea
27,Loamy,151,86,101,sugarcane,NPK 14-14-14
31,Black,95,91,167,sugarcane,Urea
25,Clay,111,20,140,sugarcane,Urea
22,Black,165,58,32,sugarcane,MOP
32,Sandy,198,20,35,sugarcane,DAP
22,Sandy,196,88,61,sugarcane,MOP
29,Sandy,182,43,128,sugarcane,DAP
21,Loamy,127,75,113,sugarcane,NPK 14-14-14
33,Loamy,182,25,164,sugarcane,DAP
31,Black,121,32,162,sugarcane,DAP
21,Loamy,115,21,66,sugarcane,Urea
34,Black,153,41,7,sugarcane,DAP
24,Black,198,93,113,sugarcane,NPK 14-14-14
24,Loamy,172,88,158,sugarcane,NPK 14-14-14
27,Sandy,133,76,178,sugarcane,NPK 14-14-14
29,Loamy,148,38,56,sugarcane,DAP
27,Sandy,185,74,11,sugarcane,MOP
27,Loamy,137,25,152,sugarcane,DAP
25,Sandy,173,79,180,sugarcane,NPK 14-14-14
29,Clay,194,83,110,sugarcane,NPK 14-14-14
31,Sandy,28,79,40,sugarcane,Urea
28,Clay,124,37,138,sugarcane,DAP
25,Black,198,98,57,sugarcane,MOP
25,Clay,175,70,141,sugarcane,NPK 14-14-14
23,Loamy,131,3,189,sugarcane,DAP
32,Black,84,0,104,sugarcane,Urea
25,Black,124,74,37,sugarcane,MOP
28,Black,161,76,19,sugarcane,MOP
32,Loamy,194,13,15,sugarcane,DAP
28,Loamy,140,77,193,sugarcane,NPK 14-14-14
27,Sandy,81,49,87,sugarcane,Urea
25,Loamy,168,1,160,sugarcane,DAP
23,Clay,191,81,10,sugarcane,MOP
22,Loamy,133,71,85,sugarcane,NPK 14-14-14
26,Black,175,75,145,sugarcane,NPK 14-14-14
21,Loamy,156,12,67,sugarcane,DAP
30,Black,103,26,129,sugarcane,Urea
33,Loamy,184,15,119,sugarcane,DAP
29,Black,86,7,65,sugarcane,Urea
33,Black,142,3,73,sugarcane,DAP
21,Black,122,74,141,sugarcane,NPK 14-14-14
34,Sandy,152,95,13,sugarcane,MOP
29,Sandy,190,18,175,sugarcane,DAP
31,Loamy,130,28,141,sugarcane,DAP
30,Sandy,131,16,155,sugarcane,DAP
28,Loamy,146,31,122,sugarcane,DAP
28,Sandy,114,11,150,sugarcane,Urea
33,Clay,148,61,133,sugarcane,NPK 14-14-14
34,Sandy,133,75,21,sugarcane,MOP
27,Black,133,41,189,sugarcane,DAP
25,Clay,13,63,27,sugarcane,Urea
24,Loamy,149,75,8,sugarcane,MOP
28,Clay,5,45,127,sugarcane,Urea
30,Sandy,180,73,175,sugarcane,NPK 14-14-14
30,Clay,77,79,176,sugarcane,Urea
24,Black,187,64,75,sugarcane,MOP
27,Clay,199,10,50,sugarcane,DAP
22,Loamy,176,50,16,sugarcane,MOP
35,Clay,160,24,60,sugarcane,DAP
21,Loamy,190,81,79,sugarcane,MOP
34,Black,193,72,9,sugarcane,MOP
34,Clay,83,45,56,sugarcane,Urea
35,Black,140,69,129,sugarcane,NPK 14-14-14
30,Sandy,155,63,91,sugarcane,NPK 14-14-14
24,Clay,60,68,80,sugarcane,Urea
23,Black,176,63,112,sugarcane,NPK 14-14-14
24,Black,5,2,72,sugarcane,Urea
24,Black,36,31,112,sugarcane,Urea
30,Sandy,142,16,14,sugarcane,DAP
21,Black,182,58,194,sugarcane,NPK 14-14-14
33,Loamy,128,44,139,sugarcane,DAP
21,Clay,50,62,25,sugarcane,Urea
33,Sandy,84,14,1,sugarcane,Urea
22,Loamy,150,9,133,sugarcane,DAP
23,Clay,102,38,175,sugarcane,Urea
33,Sandy,47,66,196,sugarcane,Urea
24,Clay,172,50,187,sugarcane,NPK 14-14-14
25,Sandy,135,91,69,sugarcane,MOP
25,Clay,181,87,94,sugarcane,NPK 14-14-14
21,Loamy,183,90,113,sugarcane,NPK 14-14-14
23,Black,28,26,107,sugarcane,Urea
27,Black,72,8,26,sugarcane,Urea
33,Sandy,108,24,19,sugarcane,Urea
22,Black,179,18,45,sugarcane,DAP
26,Black,161,4,170,sugarcane,DAP
23,Loamy,125,79,106,sugarcane,NPK 14-14-14
25,Sandy,138,73,90,sugarcane,NPK 14-14-14
22,Clay,63,96,115,sugarcane,Urea
25,Sandy,135,26,145,sugarcane,DAP
22,Loamy,120,13,70,sugarcane,DAP
20,Black,52,6,22,sugarcane,Urea
29,Clay,158,77,145,sugarcane,NPK 14-14-14
35,Sandy,191,4,31,sugarcane,DAP
26,Clay,122,48,100,sugarcane,DAP
32,Loamy,22,57,34,sugarcane,Urea
20,Loamy,174,65,78,sugarcane,MOP
23,Loamy,148,49,24,sugarcane,DAP
24,Clay,156,47,49,sugarcane,DAP
28,Sandy,179,76,53,sugarcane,MOP
30,Black,154,81,74,sugarcane,MOP
33,Black,73,81,8,sugarcane,Urea
20,Clay,140,62,100,sugarcane,NPK 14-14-14
23,Clay,168,82,165,sugarcane,NPK 14-14-14
21,Clay,129,85,38,sugarcane,MOP
30,Sandy,156,35,132,sugarcane,DAP
28,Sandy,171,92,93,sugarcane,NPK 14-14-14
24,Black,78,50,100,sugarcane,Urea
28,Clay,145,38,0,sugarcane,DAP
33,Loamy,180,37,12,sugarcane,DAP
28,Black,198,56,69,sugarcane,MOP
20,Black,115,94,43,sugarcane,Urea
24,Clay,119,26,117,sugarcane,Urea
30,Loamy,196,16,6,sugarcane,DAP
25,Loamy,32,75,57,sugarcane,Urea
26,Clay,139,8,134,sugarcane,DAP
35,Loamy,5,86,101,sugarcane,Urea
21,Sandy,179,87,127,sugarcane,NPK 14-14-14
35,Sandy,165,12,124,sugarcane,DAP
32,Loamy,156,63,120,sugarcane,NPK 14-14-14
34,Black,108,23,193,sugarcane,Urea
20,Sandy,14,73,87,sugarcane,Urea
35,Clay,180,57,93,sugarcane,NPK 14-14-14
24,Sandy,81,80,144,sugarcane,Urea
31,Clay,156,55,6,sugarcane,MOP
20,Clay,198,16,34,sugarcane,DAP
29,Clay,181,13,171,sugarcane,DAP
20,Loamy,138,91,192,sugarcane,NPK 14-14-14
30,Black,174,10,182,sugarcane,DAP
29,Loamy,46,75,173,sugarcane,Urea
30,Clay,168,52,57,sugarcane,MOP
22,Loamy,144,3,108,sugarcane,DAP
34,Black,167,80,36,sugarcane,MOP
34,Clay,155,94,42,sugarcane,MOP
23,Clay,141,16,119,sugarcane,DAP
26,Clay,37,91,141,sugarcane,Urea
29,Sandy,121,8,26,sugarcane,DAP
30,Clay,188,33,131,sugarcane,DAP
28,Clay,30,36,18,sugarcane,Urea
27,Sandy,183,8,162,sugarcane,DAP
22,Clay,81,71,46,sugarcane,Urea
32,Sandy,123,4,132,sugarcane,DAP
28,Black,151,40,193,sugarcane,DAP
32,Clay,127,73,64,sugarcane,MOP
30,Clay,169,44,136,sugarcane,DAP
32,Clay,164,4,110,sugarcane,DAP
23,Sandy,43,41,153,sugarcane,Urea
26,Black,59,57,105,sugarcane,Urea
33,Clay,199,3,70,sugarcane,DAP
25,Loamy,59,75,135,sugarcane,Urea
23,Clay,175,98,71,sugarcane,MOP
35,Loamy,199,68,196,sugarcane,NPK 14-14-14
34,Loamy,174,70,47,sugarcane,MOP
32,Loamy,6,22,149,sugarcane,Urea
22,Clay,70,84,159,sugarcane,Urea
29,Clay,176,93,48,sugarcane,MOP
24,Sandy,181,97,8,sugarcane,MOP
21,Clay,155,25,12,sugarcane,DAP
22,Black,181,72,32,sugarcane,MOP
34,Clay,54,46,86,sugarcane,Urea
25,Black,135,20,158,sugarcane,DAP
26,Clay,191,67,35,sugarcane,MOP
34,Loamy,82,21,13,sugarcane,Urea
26,Black,169,11,177,sugarcane,DAP
33,Loamy,135,25,29,sugarcane,DAP
21,Sandy,135,89,87,sugarcane,NPK 14-14-14
32,Sandy,199,3,52,sugarcane,DAP
30,Black,189,70,15,sugarcane,MOP
32,Sandy,173,69,25,sugarcane,MOP
21,Sandy,191,22,197,sugarcane,DAP
22,Loamy,71,75,125,sugarcane,Urea
30,Loamy,187,52,166,sugarcane,NPK 14-14-14
29,Clay,108,10,20,sugarcane,Urea
32,Black,172,55,183,sugarcane,NPK 14-14-14
21,Sandy,132,10,186,sugarcane,DAP
21,Loamy,190,98,130,sugarcane,NPK 14-14-14
24,Loamy,154,46,69,sugarcane,DAP
26,Clay,183,5,84,sugarcane,DAP
30,Loamy,168,98,66,sugarcane,MOP
20,Clay,181,72,35,sugarcane,MOP
27,Clay,151,40,145,sugarcane,DAP
31,Black,164,46,120,sugarcane,DAP
33,Clay,154,90,12,sugarcane,MOP
34,Clay,137,45,132,sugarcane,DAP
25,Clay,140,33,124,sugarcane,DAP
26,Sandy,198,34,33,sugarcane,DAP
33,Sandy,154,69,82,sugarcane,NPK 14-14-14
27,Black,140,86,39,sugarcane,MOP
30,Clay,12,67,115,sugarcane,Urea
34,Sandy,75,68,124,sugarcane,Urea
31,Clay,143,55,153,sugarcane,NPK 14-14-14
27,Sandy,170,54,11,sugarcane,MOP
21,Clay,69,4,17,sugarcane,Urea
27,Loamy,111,41,20,sugarcane,Urea
20,Clay,144,45,133,sugarcane,DAP
29,Sandy,78,30,75,sugarcane,Urea
23,Black,137,35,133,sugarcane,DAP
33,Black,141,37,142,sugarcane,DAP
25,Black,131,66,173,sugarcane,NPK 14-14-14
